Well_Name,Program,Expedition,Site,Hole,Oceanic_Region,Longitude,Latitude,Spud_Date,Completion_Date,Water_Depth_(m),Number_of_Cores,Total_Penetration_(mbsf),Interval_Cored_(m),Core_Recovered_(m),%_Recovered,Reported_Age_of_Oldest_Sediment_Recovered,Oldest_Sediment_Lithology,Oldest_Sediment_Subbottom_Depth,EGI_Synthesized,Well_Logging,Data_Source,depth_age_model_page_from_data_source,Lithology,Paleowater_depth,Depth_Age_model,fossil_zones
ODP 101-626C,ODP,101,626,C,North Atlantic Ocean,-79.5467,25.6003,"Jan 21, 1985","Jan 21, 1985",855,19,179.3,179.3,6.39,37.27830452,earliest middle Miocene,sandy carbonate ooze,179.3,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-626D,ODP,101,626,D,North Atlantic Ocean,-79.5468,25.6003,"Feb 4, 1985","Feb 9, 1985",854,28,446.8,267.4,31.3,3.63500374,undated,limestone,446.8,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-627A,ODP,101,627,A,North Atlantic Ocean,-78.2942,27.635,"Feb 10, 1985","Feb 10, 1985",1026,1,8.8,8.8,0.14,107.6136364,late Miocene,carbonate ooze,8.8,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-627B,ODP,101,627,B,North Atlantic Ocean,-78.2942,27.635,"Feb 10, 1985","Feb 17, 1985",1036,60,535.8,535.8,116.31,65.502053,Albian,dolomite and gypsum,536,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-628A,ODP,101,628,A,North Atlantic Ocean,-78.3158,27.5308,"Feb 17, 1985","Feb 19, 1985",974,32,298.4,298.4,0,72.88538874,late Paleocene,silicified limestone and chert,298.4,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-629A,ODP,101,629,A,North Atlantic Ocean,-78.3683,27.4065,"Feb 19, 1985","Feb 20, 1985",563,3,27.1,27.1,212.87,23.02583026,late Pleistocene,"sandy carbonate ooze, lime sand, and rubble",16.5,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-630A,ODP,101,630,A,North Atlantic Ocean,-78.3405,27.449,"Feb 20, 1985",N/A,815,26,250.3,250.3,37.7,88.15421494,late Miocene,periplatform ooze and chalk with turbidites,250.3,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-630B,ODP,101,630,B,North Atlantic Ocean,-78.3405,27.449,"Feb 21, 1985","Feb 21, 1985",815,9,80.4,79.9,35.72,99.72465582,late mMiocene-early Pliocene,periplatform carbonate ooze,80.4,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-630C,ODP,101,630,C,North Atlantic Ocean,-78.3405,27.449,"Feb 21, 1985","Feb 21, 1985",815,1,9.3,9.3,12.67,100.1075269,Pleistocene,periplatform ooze with bank-derived aragonite,9.3,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-631A,ODP,101,631,A,North Atlantic Ocean,-75.7427,23.5867,"Feb 23, 1985","Feb 25, 1985",1102,25,244.3,244.3,4.84,65.96807204,Oligocene-Miocene,chalk and ooze with bank-derived aragonite,244.3,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-632A,ODP,101,632,A,North Atlantic Ocean,-75.4355,23.8407,"Feb 25, 1985","Feb 26, 1985",2007,16,141,141,25.27,59.18439716,late Miocene,chalky limestone,141,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-632B,ODP,101,632,B,North Atlantic Ocean,-75.4355,23.8407,"Feb 26, 1985","Mar 1, 1985",2007,17,283.3,162.7,1.95,21.48740012,late Miocene,chalky limestone,283.3,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-633A,ODP,101,633,A,North Atlantic Ocean,-75.6235,23.6885,"Mar 1, 1985","Mar 2, 1985",1690,24,227.3,228.3,0.89,48.76916338,late Miocene,periplatform chalk and limestone with turbidites,227.3,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-634A,ODP,101,634,A,North Atlantic Ocean,-77.3147,25.3837,"Mar 3, 1985","Mar 8, 1985",2864,32,479.4,322.5,15.72,8.63565891,early Campanian,"chert, chalk, and limestone",479.4,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-635A,ODP,101,635,A,North Atlantic Ocean,-77.332,25.4188,"Mar 9, 1985","Mar 9, 1985",3445,3,20.1,20.1,40.37,31.79104478,Pleistocene (Late Cretaceous for limestone clasts),limestone rubble,20.1,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-635B,ODP,101,635,B,North Atlantic Ocean,-77.333,25.4197,"Mar 9, 1985","Mar 11, 1985",3483,14,117.7,117.7,0,26.59303314,late Albian,nannoplankton marl with debris flow,117.7,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 101-636A,ODP,101,636,A,North Atlantic Ocean,-77.3058,25.4185,"Mar 11, 1985","Mar 13, 1985",3581,2,21,3,112.48,4.66666667,Neogene,limestone,21,,,http://www-odp.tamu.edu/publications/prelim/100PREL.PDF,,1,0,0,0
ODP 103-637A,ODP,103,637,A,North Atlantic Ocean,-12.8633,42.0883,"Apr 28, 1985","May 4, 1985",5311,30,285.6,285.6,214.61,40.73179272,late Miocene,brown clay,212,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-638A,ODP,103,638,A,North Atlantic Ocean,-12.1967,42.1533,"May 5, 1985","May 6, 1985",4673,1,44.6,44.6,194.93,0,NA,,N/A,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-638B,ODP,103,638,B,North Atlantic Ocean,-12.1967,42.1533,"May 6, 1985","May 12, 1985",4673,45,431.1,431.1,119.94,49.37833449,late Valanginian,sandstone and claystone,431.1,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-638C,ODP,103,638,C,North Atlantic Ocean,-12.1967,42.1533,"May 12, 1985","May 23, 1985",4673,14,547.2,135.2,386.03,27.88461538,Valanginian,sandstone and claystone,547.2,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-639A,ODP,103,639,A,North Atlantic Ocean,-12.2483,42.1433,"May 23, 1985","May 25, 1985",4735,10,89.8,89.8,458.29,39.77728285,latest Jurassic/earliest Cretaceous,dolomite,89.8,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-639B,ODP,103,639,B,North Atlantic Ocean,-12.25,42.1433,"May 26, 1985","May 27, 1985",4758,4,80,26.2,238.67,48.35877863,Late Jurassic/earliest Cretaceous,dolomite,80,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-639C,ODP,103,639,C,North Atlantic Ocean,-12.2517,42.1433,"May 27, 1985","May 27, 1985",4792,2,100.4,22.4,103.47,21.60714286,Late Jurassic/earliest Cretaceous,dolomite,100.4,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-639D,ODP,103,639,D,North Atlantic Ocean,-12.255,42.1433,"May 27, 1985","Jun 3, 1985",4753,13,293.1,113.5,4.94,22.26431718,Late Jurassic (Tithonian),limestone,293.1,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-639E,ODP,103,639,E,North Atlantic Ocean,-12.2567,42.1433,"Jun 6, 1985","Jun 7, 1985",4770,4,237.9,38.5,171.68,5.06493506,Late Jurassic (Tithonian),limestone,209.1,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-639F,ODP,103,639,F,North Atlantic Ocean,-12.2583,42.1433,"Jun 7, 1985","Jun 8, 1985",4771,2,250.8,13,10.89,6.84615385,NA,,N/A,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-640A,ODP,103,640,A,North Atlantic Ocean,-12.4633,42.0167,"Jun 4, 1985","Jun 6, 1985",5201,9,232.2,86.8,106.84,18.11059908,Hauterivian,sandstone and claystone,232.2,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-641A,ODP,103,641,A,North Atlantic Ocean,-12.1817,42.155,"Jun 8, 1985","Jun 10, 1985",4646,7,63.6,63.6,535.57,63.47484277,late Albian,green-gray calcareous clay,63.6,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-641B,ODP,103,641,B,North Atlantic Ocean,-12.1817,42.155,"Jun 10, 1985","Jun 11, 1985",4649,1,0,0,12.34,N/A,NA,,N/A,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 103-641C,ODP,103,641,C,North Atlantic Ocean,-12.1817,42.155,"Jun 11, 1985","Jun 15, 1985",4650,16,305.2,154.2,8.49,72.94422827,late Barremian,"calcareous microtubidites, marlstone, and clayey limestone",305.2,,,http://www-odp.tamu.edu/publications/prelim/103PREL.PDF,,1,0,0,0
ODP 104-644A,ODP,104,644,A,Norwegian Sea,4.5767,66.6783,"Aug 8, 1985","Aug 9, 1985",1225.2,34,252.8,252.8,0,94.41060127,Pliocene,silty and siliceous muds,252.8,,,http://www-odp.tamu.edu/publications/prelim/104PREL.PDF,,1,0,0,0
ODP 104-644B,ODP,104,644,B,Norwegian Sea,4.5767,66.6783,"Aug 9, 1985","Aug 10, 1985",1224.8,15,127.7,127.7,6,81.02584182,Pleistocene,siliceous ooze and mud,127.7,,,http://www-odp.tamu.edu/publications/prelim/104PREL.PDF,,1,0,0,0
ODP 105-645A,ODP,105,645,A,Baffin Bay,-64.6543,70.4572,"Sep 4, 1985","Sep 5, 1985",2007.1,1,4.9,4.9,0.15,100.8163265,late Pleistocene,silty mud to muddy sand,4.94,,,http://www-odp.tamu.edu/publications/prelim/105PREL.PDF,26,1,0,1,0
ODP 105-645B,ODP,105,645,B,Baffin Bay,-64.6543,70.4572,"Sep 5, 1985","Sep 10, 1985",2008.2,32,298.9,298.3,0,57.5527992,Pliocene,"pebbly, silty to sandy much, olive green to gray",298.9,,,http://www-odp.tamu.edu/publications/prelim/105PREL.PDF,26,1,0,1,0
ODP 105-645C,ODP,105,645,C,Baffin Bay,-64.6543,70.4572,"Sep 10, 1985","Sep 10, 1985",2007.7,3,23.3,23.3,0.12,46.73819742,late Pleistocene,"pebbly, silty to sandy much, olive green to gray",23.3,,,http://www-odp.tamu.edu/publications/prelim/105PREL.PDF,26,1,0,1,0
ODP 105-645D,ODP,105,645,D,Baffin Bay,-64.6562,70.4572,"Sep 10, 1985","Sep 13, 1985",2007.5,20,465.8,190.4,0.04,56.11344538,Pliocene,silty muddy sand,465.8,,,http://www-odp.tamu.edu/publications/prelim/105PREL.PDF,26,1,0,1,0
ODP 105-645E,ODP,105,645,E,Baffin Bay,-64.655,70.458,"Sep 14, 1985","Sep 27, 1985",2008.3,78,1147.1,720.9,0.25,74.2918574,early Miocene,muddy sandstone and silty mudstone,846,,,http://www-odp.tamu.edu/publications/prelim/105PREL.PDF,26,1,0,1,0
ODP 105-645F,ODP,105,645,F,Baffin Bay,-64.6548,70.458,"Sep 28, 1985","Sep 28, 1985",2008.3,3,23,23,0.15,53.65217391,late Pleistocene,silty clay,23,,,http://www-odp.tamu.edu/publications/prelim/105PREL.PDF,26,1,0,1,0
ODP 105-645G,ODP,105,645,G,Baffin Bay,-64.6548,70.458,"Sep 28, 1985","Oct 3, 1985",2007.5,2,17,16,0,53.0625,late Pleistocene,silty,17,,,http://www-odp.tamu.edu/publications/prelim/105PREL.PDF,26,1,0,1,0
ODP 107-650A,ODP,107,650,A,Tyrrhenian Sea,13.9008,39.3567,"Jan 2, 1986","Jan 9, 1986",3516.3,69,633.8,633.8,70.38,49.08961818,late Pliocene,Nannofossil ooze and green-grey mudstone,565,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_658.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_06.pdf,41,1,0,1,0
ODP 107-650B,ODP,107,650,B,Tyrrhenian Sea,13.9008,39.3567,"Jan 9, 1986","Jan 10, 1986",3516.3,1,0,0,174.95,N/A,None,,N/A,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_659.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_06.pdf,41,1,0,1,0
ODP 107-651A,ODP,107,651,A,Tyrrhenian Sea,12.7565,40.1505,"Jan 11, 1986","Jan 18, 1986",3578,58,550.9,550.9,163.75,33.70121619,early Pliocene,clays and nannofossil ooze,387.6,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_659.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_07.pdf,17,1,0,1,1
ODP 107-652A,ODP,107,652,A,Tyrrhenian Sea,12.1432,40.355,"Jan 18, 1986","Jan 28, 1986",3446,75,721.1,721.1,72.48,61.75287755,Messinian/unknown,calcareous sandstones and siltstones,683.5,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_659.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_08.pdf,18,1,0,1,1
ODP 107-653A,ODP,107,653,A,Tyrrhenian Sea,11.4498,40.2643,"Jan 29, 1986","Jan 31, 1986",2817,26,240.7,240.7,163.74,87.78147071,Messinian/unknown,evaporitic sequence,220,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_660.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_09.pdf,,1,0,0,1
ODP 107-653B,ODP,107,653,B,Tyrrhenian Sea,11.4492,40.2643,"Jan 31, 1986","Feb 2, 1986",2817,28,264.3,264.3,141.98,82.89065456,Messinian/unknown,evaporitic sequence,216,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_660.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_09.pdf,,1,0,0,1
ODP 107-654A,ODP,107,654,A,Tyrrhenian Sea,10.6967,40.5793,"Feb 3, 1986","Feb 8, 1986",2208,52,473.8,473.8,234.93,50.62051499,unknown,continental series,415.6,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_661.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_10.pdf,,1,0,0,1
ODP 107-655A,ODP,107,655,A,Tyrrhenian Sea,12.4653,40.1722,"Feb 8, 1986","Feb 11, 1986",3290,12,90.4,89.8,81.43,86.16926503,lower Pliocene,nannofossil ooze,73.5,https://explorer.icordsgeo.org/download/projects/files/iodpattachments/iodp/file/egiSynthesis/wellhtm/site_661.htm,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_11.pdf,,1,0,0,0
ODP 107-655B,ODP,107,655,B,Tyrrhenian Sea,12.4655,40.1887,"Feb 11, 1986","Feb 13, 1986",3290,12,196.1,114.9,203.87,42.92428198,none,,N/A,,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_11.pdf,,1,0,0,0
ODP 107-656A,ODP,107,656,A,Tyrrhenian Sea,12.1838,40.1844,"Feb 13, 1986","Feb 15, 1986",3597,14,236.4,133.6,114.83,37.45508982,Messinian/unknown,gravel and pebble-bearing calcareous-dolomitic mud,179.1,,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_12.pdf,,1,0,0,1
ODP 107-656B,ODP,107,656,B,Tyrrhenian Sea,12.1908,40.1848,"Feb 15, 1986","Feb 16, 1986",3597,7,121.8,66.3,119.05,85.05279035,Messinian/unknown,gravel and pebble-bearing calcareous-dolomitic mud,106,,,http://www-odp.tamu.edu/publications/107_IR/VOLUME/CHAPTERS/ir107_12.pdf,,1,0,0,1
ODP 108-658A,ODP,108,658,A,North Atlantic Ocean,-18.5808,20.7492,"Mar 4, 1986","Mar 7, 1986",2263.5,33,300.4,300.4,245.02,98.19573901,early Pliocene,clayey calcareous nannofossil ooze,300,,,http://www-odp.tamu.edu/publications/108_IR/VOLUME/CHAPTERS/ir108_03.pdf,19,1,0,1,1
ODP 108-658B,ODP,108,658,B,North Atlantic Ocean,-18.5808,20.7492,"Mar 7, 1986","Mar 8, 1986",2264.2,18,163.8,163.8,57.18,107.5335775,late Pliocene,clayey siliceous ooze,163.8,,,http://www-odp.tamu.edu/publications/108_IR/VOLUME/CHAPTERS/ir108_03.pdf,,1,0,0,1
ODP 108-658C,ODP,108,658,C,North Atlantic Ocean,-18.5808,20.7492,"Mar 8, 1986","Mar 8, 1986",2262.9,8,72.9,72.9,302.85,96.54320988,.05 Ma,nannofossil ooze,70.3,,,http://www-odp.tamu.edu/publications/108_IR/VOLUME/CHAPTERS/ir108_03.pdf,,1,0,0,1
ODP 113-691A,ODP,113,691,A,Southern Ocean,-13.811,-70.742,"Jan 25, 1987","Jan 26, 1987",3035,1,0.1,0.1,0.19,50,Pliocene-Pleistocene,terrigenous silty mud,0.05,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_07.pdf,,1,0,0,1
ODP 113-691B,ODP,113,691,B,Southern Ocean,-13.8093,-70.744,"Jan 26, 1987","Jan 26, 1987",2038,1,1.7,1.7,245.4,0,unknown,,N/A,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_07.pdf,,1,0,0,1
ODP 113-691C,ODP,113,691,C,Southern Ocean,-13.8113,-70.743,"Jan 26, 1987","Jan 26, 1987",3025,1,12.7,12.7,69.66,0,unknown,,N/A,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_07.pdf,,1,0,0,1
ODP 113-692A,ODP,113,692,A,Southern Ocean,-13.8201,-70.7241,"Jan 26, 1987","Jan 26, 1987",2880,1,6.7,6.7,96.36,9.70149254,Pliocene-Pleistocene,terrigenous silty mud,0.65,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_07.pdf,,1,0,0,1
ODP 113-692B,ODP,113,692,B,Southern Ocean,-13.8199,-70.7239,"Jan 26, 1987","Jan 30, 1987",2875,13,97.9,97.9,331.14,33.82022472,Valanginian/Hauterivian,clayey mudstone,97.9,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_07.pdf,,1,0,0,1
ODP 113-693A,ODP,113,693,A,Southern Ocean,-14.5735,-70.8315,"Jan 30, 1987","Feb 5, 1987",2359,51,483.9,483.9,34.21,44.13721843,Early Cretaceous,claystone,476.2,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_08.pdf,"44, 48",1,0,1,1
ODP 113-693B,ODP,113,693,B,Southern Ocean,-14.5744,-70.8315,"Feb 5, 1987","May 6, 1987",2359,19,401.2,167.4,195.1,60.19713262,Early Cretaceous,diatom-bearing clayey mudstone,399,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_08.pdf,48,1,0,1,1
ODP 113-694A,ODP,113,694,A,Southern Ocean,-33.4465,-66.847,"Feb 9, 1987","Feb 10, 1987",4653.4,1,9.8,9.8,192.29,100.5102041,lower Pliocene,"hemipelagic mud, fine-grained turbidites",9.85,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_09.pdf,,1,0,0,1
ODP 113-694B,ODP,113,694,B,Southern Ocean,-33.4471,-66.847,"Feb 10, 1987","Feb 14, 1987",4653.4,25,188.6,184.7,224.55,36.26962642,late Miocene,"diatom-bearing clayey mud, graded silt",179.2,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_09.pdf,33,1,0,1,1
ODP 113-694C,ODP,113,694,C,Southern Ocean,-33.4461,-66.847,"Feb 14, 1987","Feb 18, 1987",4653.4,23,391.3,211.5,502.75,34.52955083,middle Miocene,"silt, diatom claystones",212.1,,,http://www-odp.tamu.edu/publications/113_IR/VOLUME/CHAPTERS/ir113_09.pdf,33,1,0,1,1
ODP 115-707A,ODP,115,707,A,Indian Ocean,59.0168,-7.5453,"May 27, 1987","May 28, 1987",1553,24,213.3,213.3,0,75.13830286,late Eocene,nannofossil ooze,212.3,,,http://www-odp.tamu.edu/publications/115_IR/VOLUME/CHAPTERS/ir115_05.pdf,"28, 30",1,0,1,1
ODP 115-707B,ODP,115,707,B,Indian Ocean,59.0168,-7.5453,"May 28, 1987","May 29, 1987",1552,13,124.9,124.9,9.64,76.92554043,middle Miocene,foraminifer and nannofossil ooze,124.1,,,http://www-odp.tamu.edu/publications/115_IR/VOLUME/CHAPTERS/ir115_05.pdf,30,1,0,1,1
ODP 115-707C,ODP,115,707,C,Indian Ocean,59.0168,-7.5453,"May 29, 1987","Jun 1, 1987",1552,28,443.2,259.4,13.43,35.33538936,early Paleocene,calcareous mudstone,375.6,,,http://www-odp.tamu.edu/publications/115_IR/VOLUME/CHAPTERS/ir115_05.pdf,"29, 30",1,0,1,1
ODP 119-739A,ODP,119,739,A,Southern Ocean,75.0818,-67.285,"Jan 18, 1988","Jan 18, 1988",412.4,2,5.6,5.6,19.25,102.3214286,Quaternary,sand-silt-clay,5.6,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_08.pdf,,1,0,0,1
ODP 119-739B,ODP,119,739,B,Southern Ocean,75.0818,-67.285,"Jan 18, 1988","Jan 19, 1988",412.4,3,7.2,7.2,190.15,26.66666667,Quaternary,clayey silt,3.1,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_08.pdf,,1,0,0,1
ODP 119-739C,ODP,119,739,C,Southern Ocean,75.0818,-67.285,N/A,"Jan 23, 1988",412.4,62,486.8,486.8,185.88,34.61380444,Eocene-early Oligocene,diamictite,486.8,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_08.pdf,,1,0,0,1
ODP 119-740A,ODP,119,740,A,Southern Ocean,76.6819,-68.764,N/A,"Jan 27, 1988",807.5,31,225.5,225.5,10.04,32.01330377,unknown,sandstone,225.5,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_09.pdf,,1,0,0,1
ODP 119-740B,ODP,119,740,B,Southern Ocean,76.6819,-68.764,"Jan 27, 1988","Jan 27, 1988",814.4,1,1.6,1.6,64.66,100,Quaternary,diatom ooze,1.6,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_09.pdf,,1,0,0,1
ODP 119-741A,ODP,119,741,A,Southern Ocean,76.3825,-68.387,"Jan 27, 1988","Jan 29, 1988",551.4,14,128.1,128.1,29.92,26.2295082,Early Cretaceous,siltstone and sandstone,128.1,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_10.pdf,,1,0,0,0
ODP 119-742A,ODP,119,742,A,Southern Ocean,75.409,-67.553,"Jan 29, 1988","Feb 2, 1988",415.7,34,316,316,70.51,53.39556962,Eocene-Oligocene,"silty claystone, and sand-silt claystone, and diamictite",316,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_11.pdf,,1,0,0,1
ODP 119-743A,ODP,119,743,A,Southern Ocean,74.6905,-66.916,"Feb 2, 1988","Feb 3, 1988",998.7,14,98.1,97.3,50.43,22.4049332,Quaternary,gravel,98.1,,,http://www-odp.tamu.edu/publications/119_IR/VOLUME/CHAPTERS/ir119_12.pdf,,1,0,0,0
ODP 122-762A,ODP,122,762,A,Indian Ocean,112.254,-19.887,"Jul 26, 1988","Jul 26, 1988",1359.9,1,9.5,9.5,293.79,105.6842105,Quaternary,foraminifer nannofossil ooze,9.5,,,http://www-odp.tamu.edu/publications/122_IR/VOLUME/CHAPTERS/ir122_08.pdf,"38, 39",1,0,1,1
ODP 122-762B,ODP,122,762,B,Indian Ocean,112.254,-19.887,"Jul 26, 1988","Jul 27, 1988",1360,19,175.4,175.4,525.69,99.71493729,lower Oligocene,foraminifer nannofossil ooze,175.4,,,http://www-odp.tamu.edu/publications/122_IR/VOLUME/CHAPTERS/ir122_08.pdf,"38, 40",1,0,1,1
ODP 122-762C,ODP,122,762,C,Indian Ocean,112.254,-19.887,"Jul 26, 1988","Aug 5, 1988",1360,91,940,940,68.48,56.86595745,Berriasian,silty claystone,940,,,http://www-odp.tamu.edu/publications/122_IR/VOLUME/CHAPTERS/ir122_08.pdf,"38, 41",1,0,1,1
ODP 122-763A,ODP,122,763,A,Indian Ocean,112.208,-20.587,"Aug 5, 1988","Aug 6, 1988",1367.5,21,194.9,194.9,281.63,103.5813238,late Eocene,foraminifer nannofossil ooze/chalk to nannofossil ooze/chalk with foraminifers,194.9,,,http://www-odp.tamu.edu/publications/122_IR/VOLUME/CHAPTERS/ir122_09.pdf,"32, 33",1,0,1,1
ODP 122-763B,ODP,122,763,B,Indian Ocean,112.209,-20.587,"Aug 6, 1988","Aug 11, 1988",1367.5,54,653.5,653.5,51.36,57.59143076,lower Cretaceous,silty claystone and sandy clayey siltstone,653.5,,,http://www-odp.tamu.edu/publications/122_IR/VOLUME/CHAPTERS/ir122_09.pdf,"32, 34",1,0,1,1
ODP 122-763C,ODP,122,763,C,Indian Ocean,112.209,-20.587,"Aug 11, 1988","Aug 17, 1988",1367.5,46,1036.6,1036.6,1.58,32.1078526,Lower Cretaceous (middle Berriasian),silty claystone,1036.6,,,http://www-odp.tamu.edu/publications/122_IR/VOLUME/CHAPTERS/ir122_09.pdf,"32, 35",1,0,1,1
ODP 123-766A,ODP,123,766,A,Indian Ocean,110.454,-19.932,"Oct 19, 1988","Oct 23, 1988",3997.5,55,527.2,527.2,0,65.91236722,late Valanginian-Hauterivian,greenish gray to black sandstone and bioturbated siltstone,466.7,,,http://www-odp.tamu.edu/publications/123_IR/VOLUME/CHAPTERS/ir123_05.pdf,"34, 36",1,0,1,1
ODP 124-768A,ODP,124,768,A,Sulu Sea,121.219,8,"Nov 27, 1988","Nov 27, 1988",4384.4,1,9.5,9.5,0,92.63157895,Pleistocene,nannofossil marl with foraminifers,8.8,,,http://www-odp.tamu.edu/publications/124_IR/VOLUME/CHAPTERS/ir124_11.pdf,"40, 41",1,0,1,1
ODP 124-768B,ODP,124,768,B,Sulu Sea,121.22,8,"Nov 28, 1988","Nov 30, 1988",4384.4,40,364.1,364.1,0,80.68937105,late Miocene,clay,354.4,,,http://www-odp.tamu.edu/publications/124_IR/VOLUME/CHAPTERS/ir124_11.pdf,"34, 40, 41",1,0,1,1
ODP 124-768C,ODP,124,768,C,Sulu Sea,121.22,8,"Dec 1, 1988","Dec 13, 1988",4384.4,100,1268.5,915,14.69,57.45245902,early Miocene,claystone interbedded with fine tuff,1046.6,,,http://www-odp.tamu.edu/publications/124_IR/VOLUME/CHAPTERS/ir124_11.pdf,"38, 40, 41",1,0,1,1
ODP 124-769A,ODP,124,769,A,Sulu Sea,121.294,8.7856,"Dec 14, 1988","Dec 15, 1988",3644.8,7,65.4,65.4,38.41,104.7094801,Pleistocene,nannofossil marl,65.4,,,http://www-odp.tamu.edu/publications/124_IR/VOLUME/CHAPTERS/ir124_12.pdf,29,1,0,1,0
